date,days,mag
2444698.438,1347,8.5
2444704.337,1348,8.5
2444704.34,1349,7.93
2444704.342,1350,8.62
2444704.417,1351,8.5
2444707.335,1352,8.5
2444709.441,1353,8.5
2444711.346,1354,8.17
2444711.7,1355,9.2
2444722.448,1356,8.58
2444722.514,1357,8.58
2444726.5,1358,9
2444737.486,1359,8.41
2444739.469,1360,8.96
2444739.472,1361,8.4
2444741.431,1362,8.29
2444748.444,1363,8.28
2444751.55,1364,9.04
2444756.521,1365,8.4
2444762.475,1366,9.04
2444762.486,1367,8.29
2444771.475,1368,8.67
2444789.8,1369,9.2
2444796.6,1370,9
2444810.7,1371,9.1
2444812.594,1372,8.66
2444815.612,1373,8.66
2444817.8,1374,9.2
2444818.8,1375,9
2444819.608,1376,8.61
2444822.552,1377,8.61
2444830.417,1378,8.23
2444841.413,1379,8.41
2444842.36,1380,8.23
2444843.5,1381,7.81
2444851.397,1382,8.09
2444852.389,1383,8.41
2444852.7,1384,9
2444858.676,1385,8.32
2444860.438,1386,8.09
2444860.6,1387,8.9
2444861.448,1388,8.55
2444866.439,1389,8.5
2444866.443,1390,8.64
2444869.365,1391,8.17
2444870.644,1392,8.58
2444871.4,1393,8
2444874.6,1394,8.7
2444875.412,1395,8.55
2444880.395,1396,8.23
2444880.41,1397,8.61
2444880.413,1398,8.52
2444880.414,1399,8.64
2444880.7,1400,9.2
2444881.6,1401,9.3
2444884.4,1402,8.7
2444884.631,1403,8.52
2444886.4,1404,9.2
2444887.449,1405,8.55
2444890.377,1406,8.58
2444896.316,1407,8.64
2444898.356,1408,8.58
2444898.52,1409,7.9
2444901.365,1410,8.71
2444901.481,1411,8.52
2444903.365,1412,8.51
2444903.51,1413,7.9
2444904.419,1414,8.61
2444905.3,1415,8
2444908.5,1416,8.9
2444912.328,1417,8.75
2444912.4,1418,9
2444913.354,1419,8.51
2444913.433,1420,8.23
2444913.454,1421,8.58
2444914.2,1422,8
2444914.7,1423,9
2444917.336,1424,8.55
2444922.499,1425,8.5
2444923.3,1426,8
2444924.7,1427,8.8
2444926.4,1428,9
2444927.685,1429,8.5
2444930.406,1430,8.61
2444932.328,1431,8.52
2444932.4,1432,9
2444934.4,1433,9.4
2444936.339,1434,8.52
2444936.563,1435,7.81
2444937.3,1436,8
2444937.392,1437,8.41
2444939.462,1438,8.52
2444943.377,1439,8.55
2444947.333,1440,8.55
2444947.4,1441,8
2444951.269,1442,8.52
2444954.26,1443,8.71
2444955.485,1444,8.42
2444961.462,1445,8.37
2444964.34,1446,8.51
2444970.417,1447,8.61
2444974.2,1448,8
2444975.6,1449,9.1
2444982.341,1450,8.55
2444985.419,1451,8.52
2444988.2,1452,8
2444988.329,1453,8.52
2444992.344,1454,8.55
2444997.458,1455,8.5
2445002.3,1456,8.1
2445002.3,1457,9.1
2445003.36,1458,8.55
2445004.7,1459,9
2445005.3,1460,8
2445010.3,1461,8
2445010.3,1462,9
2445010.314,1463,8.4
2445011.3,1464,8.6
2445011.3,1465,9
2445013.3,1466,9
2445014.322,1467,7.69
2445014.388,1468,8.51
2445016.3,1469,9
2445017.3,1470,8.8
2445017.4,1471,8.8
2445020.3,1472,8.7
2445020.4,1473,9.1
2445021.3,1474,9
2445022.296,1475,8.56
2445024.3,1476,8
2445026.5,1477,9
2445030.301,1478,8.37
2445030.4,1479,8.9
2445030.444,1480,8.34
2445033.4,1481,8
2445033.443,1482,8.34
2445036.7,1483,9.1
2445038.3,1484,8.6
2445040.353,1485,8.55
2445041.3,1486,9.3
2445041.5,1487,9
2445042.39,1488,7.81
2445043.3,1489,8.1
2445044.4,1490,8.9
2445045.321,1491,8.5
2445045.354,1492,8.19
2445049.363,1493,8.56
2445051.4,1494,8.8
2445052.4,1495,8.6
2445052.5,1496,9
2445054.344,1497,8.05
2445055.342,1498,8.55
2445055.4,1499,8.8
2445058.323,1500,8.46
2445058.4,1501,8.9
2445065.7,1502,9
2445078.5,1503,8.4
2445140.7,1504,8.3
2445146.465,1505,9.04
2445160.501,1506,8.89
2445162.7,1507,9
2445167.595,1508,8.78
2445189.7,1509,9
2445192.5,1510,8
2445192.6,1511,8.5
2445193.417,1512,8.41
2445194.4,1513,9.4
2445195.54,1514,7.9
2445196.4,1515,9.4
2445197.5,1516,9.7
2445198.508,1517,7.9
2445200.4,1518,9.4
2445200.413,1519,8.65
2445200.531,1520,7.93
2445202.621,1521,8.64
2445205.51,1522,8.75
2445208.486,1523,8.81
2445220.364,1524,8.63
2445220.469,1525,8.23
2445220.586,1526,8.89
2445221.5,1527,8.8
2445222.424,1528,9.01
2445223.396,1529,8.53
2445223.413,1530,9.04
2445225.439,1531,8.89
2445226.417,1532,8.78
2445227.396,1533,8.51
2445229.355,1534,8.92
2445229.476,1535,8.58
2445231.449,1536,8.86
2445233.4,1537,8.3
2445234.375,1538,8.41
2445234.424,1539,8.63
2445234.435,1540,8.89
2445235.428,1541,8.12
2445236.7,1542,9.1
2445237.394,1543,8.75
2445239.3,1544,8.2
2445239.416,1545,8.75
2445240.424,1546,8.96
2445242.455,1547,8.05
2445242.6,1548,9
2445242.692,1549,8.75
2445246.301,1550,8.75
2445246.415,1551,8.74
2445253.397,1552,8.84
2445256.335,1553,8.31
2445257.367,1554,8.78
2445257.428,1555,8.74
2445258.434,1556,8.15
2445259.8,1557,8.8
2445260.409,1558,8.81
2445261.323,1559,8.58
2445261.343,1560,8.86
2445262.3,1561,8.1
2445265.433,1562,8.15
2445266.331,1563,8.78
2445266.332,1564,8.81
2445266.338,1565,9.04
2445267.6,1566,8.9
2445269.363,1567,7.9
2445269.471,1568,8.78
2445271.326,1569,9.01
2445275.6,1570,9
2445276.292,1571,8.92
2445280.468,1572,8.92
2445282.279,1573,8.92
2445282.3,1574,8.1
2445283.351,1575,8.64
2445283.358,1576,9.09
2445283.364,1577,8.73
2445286.299,1578,8.92
2445287.294,1579,8.81
2445287.393,1580,8.17
2445288.3,1581,8
2445289.256,1582,8.92
2445289.5,1583,9
2445290.315,1584,8.86
2445290.375,1585,9.18
2445290.463,1586,8.15
2445292.443,1587,8.92
2445293.271,1588,8.15
2445295.2,1589,8.4
2445296.344,1590,9.34
2445296.396,1591,8.78
2445297.738,1592,8.92
2445298.8,1593,7.7
2445299.409,1594,8.92
2445302.347,1595,8.86
2445302.456,1596,8.92
2445304.501,1597,8.92
2445310.267,1598,8.96
2445310.7,1599,8.1
2445312.3,1600,8.4
2445314.356,1601,8.81
2445315.209,1602,8.92
2445315.301,1603,8.12
2445315.6,1604,8.9
2445317.304,1605,8.92
2445318.2,1606,8.5
2445320.251,1607,8.12
2445320.266,1608,8.89
2445321.403,1609,8.96
2445321.454,1610,8.96
2445322.385,1611,8.48
2445323.477,1612,8.96
2445325.369,1613,9.01
2445325.456,1614,9.02
2445326.2,1615,8.4
2445329.317,1616,7.9
2445331.406,1617,8.96
2445332.2,1618,8.7
2445336.321,1619,8.12
2445336.431,1620,8.58
2445336.792,1621,8.96
2445339.4,1622,8.9
2445341.229,1623,8.25
2445341.398,1624,9.02
2445341.47,1625,8.92
2445343.2,1626,8.6
2445344.233,1627,8.25
2445344.476,1628,9.02
2445344.931,1629,8.89
2445348.222,1630,8.25
2445348.294,1631,8.58
2445348.3,1632,8.5
2445348.347,1633,9.06
2445348.401,1634,8.96
2445351.497,1635,9.02
2445353.359,1636,8.92
2445354.3,1637,8.5
2445354.453,1638,9.02
2445356.7,1639,8.9
2445358.4,1640,8.5
2445364.348,1641,8.96
2445364.851,1642,9.09
2445365.409,1643,8.96
2445368.436,1644,9.02
2445368.454,1645,8.65
2445369.287,1646,8.64
2445369.489,1647,8.92
2445371.3,1648,9.02
2445374.356,1649,8.15
2445374.366,1650,8.92
2445375.5,1651,8.7
2445378.333,1652,9.1
2445378.495,1653,9.02
2445379.3,1654,8.5
2445380.29,1655,8.15
2445382.266,1656,9.02
2445382.295,1657,8.89
2445382.431,1658,8.25
2445383.299,1659,9
2445383.339,1660,8.66
2445383.83,1661,8.66
2445384.312,1662,8.5
2445384.442,1663,8.15
2445385.467,1664,9.02
2445387.3,1665,8.6
2445387.4,1666,8.87
2445388.3,1667,8.25
2445388.342,1668,8.66
2445388.433,1669,9.02
2445393.435,1670,8.92
2445393.45,1671,9.02
2445396.3,1672,8.4
2445396.5,1673,8.9
2445397.313,1674,9.01
2445397.858,1675,8.89
2445398.315,1676,9.02
2445398.353,1677,9.04
2445398.356,1678,8.58
2445401.382,1679,9.01
2445403.45,1680,9.02
2445404.92,1681,8.96
2445406.3,1682,8.5
2445408.338,1683,8.64
2445408.338,1684,8.97
2445408.343,1685,8.58
2445408.435,1686,9.02
2445409.333,1687,9.04
2445409.347,1688,8.58
2445414.368,1689,8.96
2445414.397,1690,9
2445414.421,1691,8.96
2445415.41,1692,8.96
2445416.5,1693,7.9
2445417.449,1694,9.02
2445418.326,1695,8.97
2445418.335,1696,8.84
2445420.3,1697,8.8
2445424.34,1698,9.04
2445425.345,1699,9.02
2445430.875,1700,9.07
2445431.403,1701,9.02
2445433.338,1702,8.95
2445433.391,1703,9.04
2445437.375,1704,9.02
2445439.409,1705,8.68
2445439.672,1706,9.02
2445440.383,1707,8.58
2445444.413,1708,8.96
2445446.374,1709,8.5
2445448.38,1710,8.96
2445452.384,1711,8.96
2445467.941,1712,8.89
2445470.517,1713,9.02
2445475.524,1714,9.02
2445495.472,1715,8.96
2445498.49,1716,9.02
2445500.505,1717,9.04
2445504.488,1718,9.02
2445506.479,1719,8.61
2445518.49,1720,8.51
2445518.576,1721,8.64
2445519.441,1722,8.96
2445525.7,1723,9
2445528.472,1724,9.02
2445528.6,1725,8
2445531.439,1726,8.96
2445536.479,1727,8.96
2445536.593,1728,8.87
2445537.427,1729,8.96
2445537.493,1730,8.51
2445544.428,1731,8.96
2445546.435,1732,8.96
2445546.458,1733,8.71
2445548.431,1734,8.61
2445549.446,1735,8.96
2445549.583,1736,8.74
2445552.431,1737,8.96
2445554.6,1738,9
2445556.417,1739,8.96
2445557.492,1740,8.25
2445558.435,1741,8.96
2445559.451,1742,8.65
2445559.583,1743,8.86
2445561.389,1744,8.96
2445564.447,1745,8.96
2445569.44,1746,8.96
2445572.355,1747,8.92
2445575.5,1748,8.8
2445579.425,1749,8.5
2445579.547,1750,7.93
2445582.3,1751,8.3
2445582.413,1752,8.96
2445583.551,1753,8.82
2445585.415,1754,8.92
2445589.517,1755,8.82
2445593.406,1756,8.92
2445596.399,1757,8.61
2445596.423,1758,8.92
2445596.621,1759,8.86
2445597.374,1760,8.5
2445597.41,1761,7.9
2445599.467,1762,8.92
2445601.413,1763,8.92
2445601.448,1764,8.81
2445605.33,1765,8.71
2445605.5,1766,8.7
2445607.4,1767,8.2
2445611.433,1768,8.92
2445611.45,1769,8.78
2445614.344,1770,9.04
2445614.362,1771,8.92
2445615.358,1772,8.85
2445615.442,1773,8.92
2445618.362,1774,8.58
2445618.37,1775,8.88
2445619.3,1776,8
2445622.344,1777,8.65
2445623.438,1778,8.96
2445627.438,1779,8.86
2445627.462,1780,8.15
2445627.475,1781,8.86
2445630.3,1782,8.1
2445630.31,1783,8.5
2445630.451,1784,8.86
2445631.356,1785,8.71
2445633.454,1786,8.85
2445633.472,1787,8.05
2445633.6,1788,9
2445635.3,1789,8.1
2445635.338,1790,8.86
2445636.47,1791,8.78
2445636.502,1792,7.9
2445639.389,1793,8.75
2445643.3,1794,8.1
2445644.8,1795,8.7
2445647.354,1796,8.95
2445647.36,1797,8.5
2445647.4,1798,8.2
2445647.438,1799,8.86
2445647.438,1800,9.8
2445647.465,1801,8.81
2445652.314,1802,8.75
2445652.474,1803,8.78
2445653.3,1804,8.4
2445653.316,1805,8.85
2445659.372,1806,8.95
2445659.463,1807,8.78
2445660.3,1808,8.5
2445660.317,1809,8.74
2445662.232,1810,8.78
2445666.454,1811,8.81
2445667.314,1812,8.68
2445667.6,1813,8.9
2445669.409,1814,8.5
2445670.3,1815,8.4
2445670.366,1816,8.81
2445671.302,1817,9.05
2445671.474,1818,8.96
2445671.488,1819,7.93
2445673.302,1820,8.86
2445674.419,1821,8.81
2445675.334,1822,8.86
2445675.431,1823,8.52
2445679.242,1824,8.81
2445679.267,1825,8.98
2445679.319,1826,8.89
2445681.3,1827,8.4
2445684.508,1828,8.81
2445686.263,1829,8.92
2445688.448,1830,8.81
2445689.5,1831,8.6
2445691.326,1832,8.97
2445691.446,1833,8.81
2445698.6,1834,7.7
2445699.243,1835,8.78
2445699.34,1836,8.66
2445701.4,1837,8.7
2445703.232,1838,8.85
2445703.328,1839,9.04
2445703.403,1840,8.52
2445704.2,1841,8.5
2445705.347,1842,8.66
2445707.296,1843,8.96
2445707.326,1844,9.09
2445707.47,1845,8.81
2445708.2,1846,8.5
2445711.321,1847,8.92
2445713.281,1848,9.07
2445714.324,1849,9
2445714.5,1850,9
2445715.479,1851,8.92
2445719.3,1852,8.4
2445719.319,1853,8.96
2445721.269,1854,9.19
2445721.292,1855,8.64
2445723.44,1856,8.92
2445727.3,1857,8.6
2445728.282,1858,9.2
2445729.308,1859,8.58
2445732.263,1860,8.92
2445732.356,1861,9.2
2445734.3,1862,8.4
2445736.303,1863,9.13
2445738.378,1864,9.07
2445739.2,1865,8.5
2445739.288,1866,8.96
2445739.337,1867,9.05
2445739.367,1868,8.64
2445740.295,1869,9.16
2445743.337,1870,8.75
2445743.451,1871,8.96
2445744.3,1872,8.5
2445744.308,1873,9.06
2445747.2,1874,8.5
2445749.292,1875,9.13
2445749.339,1876,9.04
2445750.3,1877,8.7
2445752.385,1878,9.18
2445753.6,1879,9
2445760.335,1880,9.2
2445762.3,1881,8.7
2445763.413,1882,9.02
2445763.5,1883,7.5
2445764.3,1884,8.6
2445767.381,1885,9.06
2445769.3,1886,8.5
2445772.347,1887,9.02
2445773.3,1888,8.4
2445784.347,1889,9.18
2445786.3,1890,8.4
2445786.34,1891,8.92
2445786.6,1892,9
2445789.374,1893,8.92
2445791.354,1894,8.98
2445792.388,1895,8.92
2445793.3,1896,8.5
2445793.329,1897,9.06
2445794.413,1898,9.04
2445795.339,1899,8.92
2445802.349,1900,8.92
2445806.346,1901,8.92
2445811.352,1902,8.78
2445811.365,1903,8.81
2445811.5,1904,9
2445814.413,1905,8.29
2445815.365,1906,8.92
2445818.361,1907,8.92
2445819.406,1908,8.95
2445821.368,1909,8.92
2445828.603,1910,8.92
2445829.413,1911,8.75
2445832.375,1912,8.92
2445841.5,1913,9.2
2445859.427,1914,8.95
2445860.515,1915,8.78
2445866.483,1916,8.78
2445869.476,1917,8.78
2445870.483,1918,8.98
2445873.463,1919,8.81
2445877.47,1920,8.81
2445881.448,1921,8.78
2445882.469,1922,8.95
2445884.472,1923,8.78
2445887.463,1924,8.78
2445893.459,1925,8.78
2445897.455,1926,8.88
2445897.472,1927,8.78
2445900.6,1928,9.4
2445901.445,1929,8.78
2445904.43,1930,8.78
2445905.444,1931,8.98
2445908.592,1932,8.81
2445910.451,1933,8.81
2445911.5,1934,10.4
2445913.441,1935,8.98
2445918.438,1936,8.78
2445918.586,1937,8.75
2445922.458,1938,8.78
2445927.5,1939,9.2
2445930.44,1940,8.78
2445932.5,1941,10.4
2445933.372,1942,8.78
2445935.538,1943,8.74
2445938.396,1944,8.98
2445938.451,1945,8.78
2445941.413,1946,8.78
2445942.5,1947,10.4
2445944.347,1948,8.78
2445945.5,1949,11
2445945.649,1950,8.64
2445948.476,1951,8.75
2445949.434,1952,8.48
2445950.359,1953,8.78
2445953.347,1954,8.78
2445953.458,1955,8.75
2445955.5,1956,9
2445959.334,1957,8.68
2445963.378,1958,8.85
2445964.319,1959,8.63
2445964.428,1960,8.75
2445968.435,1961,8.63
2445970.375,1962,8.98
2445970.414,1963,8.68
2445973.483,1964,8.66
2445973.503,1965,8.52
2445974.411,1966,8.63
2445974.504,1967,8.68
2445977.41,1968,8.63
2445979.642,1969,8.75
2445980.426,1970,8.63
2445985.3,1971,8
2445987.415,1972,8.63
2445988.337,1973,8.63
2445990.4,1974,8
2445992.294,1975,8.63
2445993.667,1976,8.78
2445994.338,1977,8.53
2445994.389,1978,8.41
2445997.308,1979,8.53
2445997.33,1980,8.88
2445999.389,1981,8.75
2446000.301,1982,8.37
2446000.428,1983,8.66
2446000.733,1984,8.55
2446001.316,1985,8.29
2446003.5,1986,8.5
2446003.5,1987,11
2446003.7,1988,9.8
2446004.3,1989,8
2446004.322,1990,8.71
2446004.4,1991,8.8
2446008.301,1992,8.37
2446008.389,1993,8.96
2446011.3,1994,8
2446012.4,1995,7.9
2446015.251,1996,8.49
2446015.353,1997,8.23
2446017.3,1998,8.1
2446018.415,1999,8.63
2446018.7,2000,8.7
2446019.463,2001,8.4
2446020.326,2002,8.78
2446028.694,2003,8.75
2446029.219,2004,8.23
2446029.313,2005,8.65
2446030.316,2006,8.38
2446030.338,2007,8.17
2446030.5,2008,8.5
2446031.278,2009,8.52
2446033.7,2010,8.5
2446034.331,2011,8.48
2446035.2,2012,8
2446036.306,2013,8.23
2446041.249,2014,8.23
2446041.328,2015,8.53
2446045.283,2016,8.23
2446045.285,2017,8.64
2446045.331,2018,8.58
2446046.26,2019,8.85
2446046.4,2020,8.4
2446049.263,2021,8.41
2446050.235,2022,8.23
2446050.428,2023,8.58
2446051.3,2024,8
2446052.5,2025,9
2446053.306,2026,8.23
2446055.462,2027,8.63
2446056.2,2028,8
2446056.256,2029,8.28
2446057.4,2030,8.9
2446058.6,2031,7.4
2446059.25,2032,8.28
2446059.274,2033,9.08
2446063.354,2034,8.64
2446063.361,2035,8.28
2446063.417,2036,8.88
2446064.2,2037,8
2446066.317,2038,8.28
2446068.274,2039,8.41
2446070.269,2040,8.28
2446070.313,2041,8.58
2446076.326,2042,8.23
2446076.438,2043,8.68
2446078.271,2044,8.5
2446078.5,2045,8.4
2446079.254,2046,8.23
2446082.4,2047,8.8
2446083.4,2048,8
2446088.308,2049,8.18
2446088.371,2050,8.63
2446092.315,2051,8.78
2446092.322,2052,8.17
2446092.328,2053,8.28
2446092.344,2054,8.18
2446092.358,2055,8.88
2446094.267,2056,8.5
2446094.3,2057,8.8
2446094.324,2058,7.93
2446100.3,2059,8.2
2446100.4,2060,8.4
2446101.288,2061,8.53
2446101.316,2062,8.28
2446101.342,2063,8.17
2446107.279,2064,8.65
2446107.315,2065,8.28
2446108.3,2066,8.2
2446108.313,2067,8.88
2446110.333,2068,8.78
2446112.335,2069,8.78
2446112.338,2070,8.28
2446113.3,2071,9.1
2446113.3,2072,8.7
2446114.6,2073,9.3
2446114.6,2074,7.4
2446115.267,2075,8.28
2446116.3,2076,11
2446117.431,2077,8.34
2446118.3,2078,8.1
2446120.297,2079,8.28
2446121.319,2080,8.32
2446121.385,2081,8.75
2446124.292,2082,8.28
2446125.3,2083,8
2446128.426,2084,8.28
2446129.325,2085,8.17
2446129.417,2086,8.68
2446130.378,2087,8.65
2446132.2,2088,8.2
2446133.298,2089,8.28
2446133.353,2090,8.78
2446135.392,2091,8.88
2446136.328,2092,8.28
2446136.34,2093,8.52
2446137.326,2094,8.85
2446139.302,2095,8.28
2446139.333,2096,8.5
2446139.339,2097,8.52
2446141.361,2098,8.88
2446142.3,2099,8.1
2446142.315,2100,8.64
2446142.445,2101,8.28
2446143.319,2102,8.71
2446143.389,2103,8.61
2446149.3,2104,8.1
2446149.349,2105,8.28
2446150.5,2106,8.8
2446152.344,2107,8.85
2446152.369,2108,8.78
2446152.385,2109,8.28
2446152.4,2110,8.7
2446153.4,2111,9.1
2446155.4,2112,7.8
2446157.4,2113,8.1
2446159.389,2114,8.58
2446160.4,2115,9.3
2446161.4,2116,8.8
2446162.335,2117,8.28
2446162.4,2118,8.9
2446163.4,2119,8.8
2446165.342,2120,8.28
2446169.4,2121,9.1
2446170.344,2122,8.28
2446173.356,2123,8.28
2446176.366,2124,8.58
2446176.373,2125,8.53
2446179.369,2126,8.78
2446179.396,2127,8.78
2446180.374,2128,8.66
2446180.444,2129,8.64
2446183.392,2130,8.75
2446183.399,2131,8.88
2446183.416,2132,8.75
2446188.376,2133,8.92
2446192.388,2134,8.92
2446194.5,2135,9
2446195.385,2136,8.92
2446199.377,2137,8.92
2446203.567,2138,8.92
2446214.487,2139,8.63
2446216.5,2140,8.98
2446217.519,2141,8.68
2446223.6,2142,8.9
2446229.505,2143,8.63
2446231.474,2144,8.63
2446231.483,2145,8.75
2446241.491,2146,8.37
2446248.497,2147,8.28
2446252.476,2148,8.28
2446253.5,2149,8.75
2446253.575,2150,8.32
2446255.488,2151,8.58
2446263.472,2152,8.4
2446263.5,2153,9
2446265.47,2154,8.23
2446267.469,2155,8.23
2446267.602,2156,8.29
2446268.6,2157,11
2446270.44,2158,8.23
2446270.6,2159,11
2446281.461,2160,8.23
2446282.534,2161,8.63
2446287.427,2162,8.75
2446287.499,2163,8.18
2446289.7,2164,8.9
2446290.38,2165,8.23
2446292.461,2166,8.29
2446294.409,2167,8.23
2446298.394,2168,8.23
2446298.49,2169,8.29
2446298.5,2170,8.7
2446299.6,2171,10.6
2446302.494,2172,8.17
2446304.333,2173,8.28
2446307.331,2174,8.28
2446307.397,2175,8.23
2446310.382,2176,8.17
2446312.26,2177,8.28
2446314.622,2178,8.63
2446317.359,2179,8.28
2446317.389,2180,8.41
2446319.5,2181,11
2446320.341,2182,8.28
2446320.385,2183,8.78
2446321.6,2184,11.1
2446322.459,2185,8.71
2446323.6,2186,9.3
2446324.352,2187,8.29
2446324.355,2188,8.28
2446326.375,2189,8.65
2446327.4,2190,8
2446330.4,2191,9.3
2446331.322,2192,8.28
2446334.353,2193,8.28
2446335.415,2194,8.63
2446337.297,2195,8.28
2446337.3,2196,8.1
2446343.311,2197,8.28
2446343.319,2198,8.32
2446343.323,2199,9.08
2446343.423,2200,8.65
2446344.341,2201,8.41
2446344.5,2202,8.2
2446345.4,2203,8.2
2446346.386,2204,8.28
2446346.6,2205,9
2446351.361,2206,9.18
2446351.365,2207,8.41
2446351.369,2208,8.71
2446351.705,2209,8.41
2446352.306,2210,8.53
2446356.3,2211,8.1
2446358.313,2212,8.53
2446358.377,2213,8.63
2446360.278,2214,8.64
2446361.271,2215,8.53
2446361.306,2216,8.5
2446363.269,2217,8.53
2446363.302,2218,9.28
2446363.335,2219,8.64
2446363.365,2220,8.63
2446364.2,2221,8.1
2446367.375,2222,8.58
2446367.4,2223,8.8
2446368.349,2224,8.6
2446372.273,2225,8.53
2446372.323,2226,9.38
2446372.338,2227,8.63
2446375.3,2228,8.2
2446375.306,2229,8.53
2446379.344,2230,8.53
2446380.353,2231,8.71
2446380.41,2232,9.38
2446382.294,2233,9.04
2446382.3,2234,8.2
2446382.307,2235,8.53
2446385.29,2236,8.53
2446385.326,2237,8.66
2446387.299,2238,9.28
2446392.6,2239,7.2
2446395.336,2240,8.58
2446395.344,2241,8.63
2446397.321,2242,8.64
2446398.258,2243,8.53
2446398.3,2244,8.2
2446399.4,2245,8.3
2446400.7,2246,8.2
2446405.394,2247,8.58
2446405.466,2248,8.55
2446407.326,2249,9.28
2446409.349,2250,8.53
2446411.438,2251,8.58
2446418.2,2252,8.1
2446418.286,2253,8.53
2446418.322,2254,8.5
2446418.347,2255,8.63
2446422.396,2256,8.48
2446422.465,2257,9.08
2446422.521,2258,8.58
2446427.342,2259,8.58
2446428.358,2260,8.5
2446429.264,2261,8.58
2446429.293,2262,8.64
2446432.316,2263,8.58
2446433.3,2264,8.1
2446434.385,2265,8.68
2446434.451,2266,9.08
2446436.357,2267,8.52
2446436.4,2268,9.1
2446437.272,2269,8.58
2446441.306,2270,8.5
2446441.4,2271,9.2
2446442.271,2272,8.58
2446442.313,2273,8.53
2446442.338,2274,8.29
2446443.4,2275,8.1
2446445.333,2276,8.58
2446445.5,2277,8.7
2446446.304,2278,8.41
2446446.337,2279,8.41
2446446.41,2280,8.98
2446447.4,2281,9
2446450.276,2282,8.58
2446450.308,2283,8.58
2446451.3,2284,8.2
2446454.306,2285,8.34
2446454.463,2286,8.58
2446455.29,2287,8.29
2446455.306,2288,8.48
2446455.406,2289,8.88
2446458.387,2290,8.58
2446458.389,2291,8.34
2446461.3,2292,8.4
2446466.368,2293,8.88
2446470.319,2294,8.41
2446470.321,2295,8.58
2446470.379,2296,8.63
2446472.29,2297,8.58
2446472.375,2298,8.88
2446474.3,2299,8.4
2446474.326,2300,8.64
2446474.5,2301,8.9
2446475.284,2302,8.58
2446475.304,2303,8.55
2446475.354,2304,8.5
2446477.281,2305,8.58
2446482.288,2306,8.41
2446482.412,2307,8.58
2446483.294,2308,8.58
2446484.417,2309,8.85
2446486.337,2310,8.68
2446486.396,2311,8.58
2446487.2,2312,8.2
2446487.361,2313,8.41
2446488.295,2314,8.58
2446488.301,2315,8.41
2446488.4,2316,8.8
2446489.479,2317,8.34
2446492.295,2318,8.58
2446492.297,2319,8.53
2446492.313,2320,8.34
2446495.324,2321,8.41
2446495.337,2322,8.92
2446496.295,2323,8.23
2446496.313,2324,8.53
2446496.319,2325,8.41
2446497.3,2326,8.4
2446501.6,2327,8.5
2446502.316,2328,8.23
2446503.34,2329,8.29
2446505.307,2330,8.23
2446505.322,2331,8.71
2446506.326,2332,8.41
2446507.315,2333,8.52
2446507.4,2334,7.8
2446509.323,2335,8.23
2446510.365,2336,8.53
2446514.323,2337,8.23
2446515.329,2338,8.17
2446515.333,2339,8.29
2446515.34,2340,8.58
2446519.365,2341,8.23
2446520.3,2342,8.6
2446520.358,2343,8.98
2446520.4,2344,9.2
2446521.349,2345,8.17
2446521.493,2346,8.34
2446522.316,2347,8.23
2446525.323,2348,8.34
2446525.374,2349,8.23
2446525.4,2350,8.8
2446526.347,2351,8.78
2446527.365,2352,8.41
2446528.6,2353,9
2446530.333,2354,8.23
2446533.354,2355,8.41
2446537.372,2356,8.23
2446541.353,2357,8.23
2446543.372,2358,8.41
2446545.363,2359,8.23
2446545.372,2360,8.17
2446548.366,2361,8.23
2446549.5,2362,8.7
2446550.379,2363,8.29
2446550.389,2364,8.34
2446550.399,2365,8.75
2446554.363,2366,8.23
2446554.385,2367,8.34
2446559.397,2368,8.23
2446559.403,2369,8.41
2446567.42,2370,8.75
2446572.566,2371,8.23
2446577.545,2372,8.41
2446578.493,2373,8.28
2446580.463,2374,8.28
2446588.476,2375,8.23
2446593.49,2376,8.23
2446596.451,2377,8.23
2446596.5,2378,8
2446596.576,2379,8.41
2446599.456,2380,8.23
2446608.467,2381,8.28
2446609.507,2382,8.88
2446609.538,2383,8.64
2446611.466,2384,8.23
2446616.5,2385,8.9
2446620.477,2386,8.23
2446620.535,2387,8.95
2446627.6,2388,10.6
2446629.476,2389,8.23
2446630.51,2390,8.78
2446632.467,2391,8.37
2446634.478,2392,8.28
2446634.515,2393,8.64
2446638.452,2394,8.28
2446639.4,2395,8.4
2446642.5,2396,8.7
2446643.455,2397,8.58
2446643.493,2398,8.41
2446646.4,2399,8.2
2446647.463,2400,8.58
2446650.404,2401,8.58
2446651.5,2402,8.5
2446651.517,2403,9.08
2446652.5,2404,10.8
2446656.4,2405,9
2446657.6,2406,10.5
2446658.422,2407,8.58
2446658.515,2408,8.86
2446658.524,2409,8.64
2446664.5,2410,9
2446667.422,2411,8.58
2446671.431,2412,9.08
2446671.451,2413,8.58
2446671.476,2414,8.5
2446672.4,2415,9.5
2446674.37,2416,8.58
2446675.371,2417,8.75
2446677.436,2418,8.58
2446677.472,2419,8.71
2446678.6,2420,11
2446680.358,2421,8.58
2446680.4,2422,8.5
2446681.369,2423,8.96
2446681.42,2424,8.86
2446681.453,2425,8.81
2446682.417,2426,9.28
2446683.344,2427,8.58
2446683.6,2428,10.7
2446686.587,2429,9.06
2446687.4,2430,8.8
2446687.6,2431,9.4
2446690.38,2432,9.47
2446692.385,2433,9.28
2446692.427,2434,8.81
